<USER_REQUEST>
id,question,answer,category,destination,country
289,What is the best transport option in Jaipur?,"Compare auto-rickshaw options based on distance, time, comfort, and price. For short city trips, public transport can reduce costs; for remote attractions, a taxi or car may be more practical.",travel_planning_budget,Jaipur,India
290,How can I reduce my travel cost in Kochi?,"Travel in the shoulder or off-season, compare transport and accommodation, use public transit where practical, choose local food, group nearby attractions, and reserve a contingency rather than spending the full budget.",travel_planning_budget,Kochi,India
291,What is the best transport option in Paris?,"Compare train options based on distance, time, comfort, and price. For short city trips, public transport can reduce costs; for remote attractions, a taxi or car may be more practical.",travel_planning_budget,Paris,France
292,What food should I try in London?,"Try well-reviewed local dishes and regional specialties in London. For food planning, balance inexpensive local meals with a few special experiences and account for dietary restrictions.",travel_planning_budget,London,UK
293,How much should I budget for Rome for 6 days as a business traveler?,"Estimate the trip by adding transport, accommodation, food, local travel, attractions, and a 10–15% contingency. For Rome, the exact amount depends on season, hotel class, group size, and activities.",travel_planning_budget,Rome,Italy
294,How can I make a 2-day itinerary for Bengaluru?,"Group attractions geographically, assign realistic travel time, leave breaks, and prioritize the user's top interests. Keep one flexible period in the itinerary for delays or spontaneous activities.",travel_planning_budget,Bengaluru,India
295,What food should I try in Goa?,"Try well-reviewed local dishes and regional specialties in Goa. For food planning, balance inexpensive local meals with a few special experiences and account for dietary restrictions.",travel_planning_budget,Goa,India
296,How can I make a 6-day itinerary for New York?,"Group attractions geographically, assign realistic travel time, leave breaks, and prioritize the user's top interests. Keep one flexible period in the itinerary for delays or spontaneous activities.",travel_planning_budget,New York,USA
297,What is a good friends plan for Kochi for 4 days?,"For a 4-day friends trip to Kochi, focus on history. Allocate time across major attractions, local food, transport, and rest. Keep a daily budget buffer of about 10–15% for unexpected expenses.",travel_planning_budget,Kochi,India
298,What is a good luxury plan for Chennai for 2 days?,"For a 2-day luxury trip to Chennai, focus on shopping. Allocate time across major attractions, local food, transport, and rest. Keep a daily budget buffer of about 10–15% for unexpected expenses.",travel_planning_budget,Chennai,India
299,What if my budget is too low for Bengaluru?,"Reduce hotel category, use public transport, shorten the trip, travel in a cheaper season, choose free attractions, and compare alternative nearby destinations. Never hide unavoidable costs; show the user which assumptions drive the estimate.",travel_planning_budget,Bengaluru,India
300,What should I see in Hyderabad if I like adventure?,"Choose attractions and experiences in Hyderabad that match adventure, group them by nearby areas, and avoid packing too many distant locations into one day. Verify opening hours and ticket prices before travel.",travel_planning_budget,Hyderabad,India
301,How can I reduce my travel cost in Manali?,"Travel in the shoulder or off-season, compare transport and accommodation, use public transit where practical, choose local food, group nearby attractions, and reserve a contingency rather than spending the full budget.",travel_planning_budget,Manali,India
302,What if my budget is too low for Jaipur?,"Reduce hotel category, use public transport, shorten the trip, travel in a cheaper season, choose free attractions, and compare alternative nearby destinations. Never hide unavoidable costs; show the user which assumptions drive the estimate.",travel_planning_budget,Jaipur,India
303,What is a good solo plan for Varanasi for 2 days?,"For a 2-day solo trip to Varanasi, focus on photography. Allocate time across major attractions, local food, transport, and rest. Keep a daily budget buffer of about 10–15% for unexpected expenses.",travel_planning_budget,Varanasi,India
304,Is Singapore suitable for a business trip?,"It can be suitable, but the answer depends on season, mobility, interests, safety conditions, and budget. The app should personalize the itinerary instead of assuming one destination fits every traveler.",travel_planning_budget,Singapore,Singapore
305,What should I see in Hyderabad if I like nature?,"Choose attractions and experiences in Hyderabad that match nature, group them by nearby areas, and avoid packing too many distant locations into one day. Verify opening hours and ticket prices before travel.",travel_planning_budget,Hyderabad,India
306,How can I make a 11-day itinerary for Dubai?,"Group attractions geographically, assign realistic travel time, leave breaks, and prioritize the user's top interests. Keep one flexible period in the itinerary for delays or spontaneous activities.",travel_planning_budget,Dubai,UAE
307,Is Manali suitable for a luxury trip?,"It can be suitable, but the answer depends on season, mobility, interests, safety conditions, and budget. The app should personalize the itinerary instead of assuming one destination fits every traveler.",travel_planning_budget,Manali,India
